name,capacity_mw,primary_fuel,commissioning_year,State,Plant Name,Generation (kWh),Fuel Consumption for Electric Generation (MMBtu),Metric Tonnes of CO2 Emissions,emissions_per_KWh
dicks creek,159.1,Gas,1966.485858,OH,Dicks Creek,5245000,77412,4108.29211,0.000783278
diesel generators,54,Oil,2001,WI,Diesel Generators,696000,7369,539.1209308,0.000774599
dighton power plant,200,Gas,1999,MA,Dighton Power Plant,269815000,2164844,114889.3133,0.000425808
dike city power plant,2.2,Oil,2005,IA,Dike City Power Plant,-35000,958,70.08791583,-0.002002512
dillard complex,51.5,Waste,1955,OR,Dillard Complex,4897818,57013,8296.402224,0.001693898
dillingham,6.6,Oil,2003.151515,AK,Dillingham,18663000,189681,13877.18785,0.000743567
dinuba energy,11.5,Waste,1985,,,,,,
dodge park engine no 1,2,Oil,2008,OH,Dodge Park Engine No 1,5880,120,8.779279644,0.001493075
dogwood energy facility,630,Gas,2001.428571,MO,Dogwood Energy Facility,2420523000,20572004,1091766.157,0.000451046
dolet hills,720.7,Coal,1986,LA,Dolet Hills,1165830000,14840675,1443140.875,0.001237866
dome project,6,Gas,1988,CA,Dome Project,47785000,378703,60192.48699,0.001259652
dominionlo mar,19.2,Oil,1997,VA,Dominion/Lo Mar,272000,2075,151.8083772,0.000558119
domino sugar arabi plant,14,Gas,1968.285714,LA,Domino Sugar Arabi Plant,43449210,203778,117440.6237,0.00270294
domino sugar baltimore,17.5,Gas,1982.428571,MD,Domino Sugar Baltimore,46055028,227273,103772.2775,0.002253224
domtar paper co llc plymouth nc,121.5,Waste,1975.703704,NC,Domtar Paper Co LLC Plymouth NC,27450696,130584,83449.98241,0.003039995
don henry,22,Gas,1972,NE,Don Henry,-466000,632,33.54054428,-7.20E-05
donald von raesfeld power plant,154,Gas,2005,CA,Donald Von Raesfeld Power Plant,659073000,5666583,300728.288,0.00045629
dorchester biomass,22.5,Waste,2013,,,,,,
doreen,21.1,Oil,1969,MA,Doreen,139000,2113,152.7712859,0.001099074
doswell energy center,939,Gas,1993.662407,VA,Doswell Energy Center,5422339120,50391039,2676737.547,0.00049365
double c generation limited partnership,49.8,Gas,1989,CA,Double C Generation Limited Partnership,16414000,176266,9354.521483,0.000569911
douglas,26.1,Oil,1972,AZ,Douglas,59000,2858,209.0931769,0.003543952
douglas county forest products,6.3,Waste,2007,,,,,,
dover,49.6,Coal,1975.072581,OH,Dover,55921000,884000,81929.23917,0.001465089
dover peaking,10.8,Oil,1999,OH,Dover Peaking,441000,4376,320.1510644,0.000725966
dow st charles operations,323.6,Gas,1997.92707,LA,Dow St Charles Operations,2064949308,9806347,1412714.723,0.00068414
downtown,3.2,Oil,1992,VA,Downtown,62000,990,72.42905707,0.001168211
doyle energy facility,409,Gas,2000,GA,Doyle Energy Facility,98761000,1227681,65153.62173,0.00065971
dresden energy facility,678.3,Gas,2012,OH,Dresden Energy Facility,4459872000,30188699,1602128.79,0.000359232
drews generating facility,44.8,Gas,2001,CA,Drews Generating Facility,414000,6274,332.9642006,0.000804261
drexel operations center,2.2,Oil,2007,NC,Drexel Operations Center,55000,981,71.77061109,0.00130492
dry creek lfg to energy project,3.2,Waste,2007,,,,,,
dry fork station,483.7,Coal,2011,WY,Dry Fork Station,2565548000,26777733,2602745.43,0.001014499
duck creek,441,Coal,1976,IL,Duck Creek,2241252000,26656276,2486003.648,0.001109203
duluth paper mill,10.6,Other,1986,,,,,,
dunkirk generating plant,627.2,Coal,1956.744898,,,,,,
durant,6.4,Oil,1994.53125,IA,Durant,13720,142,10.38881425,0.000757202
dutch harbor,21.9,Oil,2009.378995,AK,Dutch Harbor,52998000,483210,35351.96431,0.000667043
dutchess cnty resource recovery facility,9.2,Waste,1987,NY,Dutchess Cnty Resource Recovery Facility,42299000,1373987,57487.74911,0.001359081
dynegy moss landing power plant,1398,Gas,2002,,,,,,
dynegy oakland power plant,223.5,Oil,1978.333333,CA,Dynegy Oakland Power Plant,4251000,70809,5020.403644,0.001180994
e b harris electric generating plant,1304,Gas,2003,AL,E B Harris Electric Generating Plant,4404405000,31016801,1646076.562,0.000373734
e c gaston,2034,Gas,1967.031268,AL,E C Gaston,5688930000,59557177,4324048.627,0.000760081
e d edwards,644.3,Coal,1970.258575,IL,E D Edwards,3212500000,34351382,3337540.357,0.001038923
e f barrett,669.2,Gas,1964.350269,NY,E F Barrett,1423779780,16202035,864945.7512,0.0006075
e f oxnard energy facility,48.5,Gas,1990,CA,E F Oxnard Energy Facility,155051000,1236176,76518.1877,0.000493503
e w brown,1747.7,Gas,1984.295417,KY,E W Brown,1412494000,16835689,1354728.509,0.000959104
eb eddy paper inc,5,Gas,1969,MI,E.B. Eddy Paper Inc,29770000,123874,83443.37597,0.002802935
eg178 facility,153.9,Gas,2005,TX,EG178 Facility,648741000,5915864,313957.7507,0.000483949
eks landfill,4.8,Waste,1999.666667,,,,,,
eagle point power generation,251.8,Gas,1992.945989,NJ,Eagle Point Power Generation,654405000,5705759,303252.4551,0.000463402
eagle valley mi,3.2,Waste,2011,,,,,,
eagle valley clean energy llc biomass,12.6,Waste,2014,,,,,,
earl f wisdom,119.1,Gas,1990.146096,IA,Earl F Wisdom,20523000,306748,16344.49686,0.000796399
earlville,1.8,Oil,2001,IA,Earlville,10000,96,7.023423716,0.000702342
earthmovers lfgte,4.8,Waste,2010,,,,,,
east 12th street,28.1,Gas,1971.822064,KS,East 12th Street,10592000,135398,7185.637047,0.000678402
east bend,772,Coal,1981,KY,East Bend,3165500000,34284295,3196702.465,0.001009857
east campus steam plant,7,Gas,2011,PA,East Campus Steam Plant,53627560,230508,33129.03952,0.000617761
east campus utility plant,4.8,Oil,2007.083333,OH,East Campus Utility Plant,151900,2649,193.8025981,0.001275856
east hampton,27.3,Oil,1969.241758,NY,East Hampton,14463000,193306,14142.39526,0.000977833
east millinocket mill,61.4,Waste,1972.214984,,,,,,
east river,716.2,Gas,1979.260262,NY,East River,2818767000,22681107,1718181.804,0.000609551
eastern correctional institute,5.8,Waste,1987.344828,MD,Eastern Correctional Institute,638979,5727,824.3011979,0.001290029
eastern landfill gas llc,3,Waste,2006,,,,,,
eastern maine medical center,3.8,Gas,2006,ME,Eastern Maine Medical Center,30439000,144248,22829.4074,0.000750005
eastman cogeneration facility,467.7,Gas,2001,TX,Eastman Cogeneration Facility,2472402930,14027002,1319821.319,0.000533821
easton,33.6,Oil,1969.806548,MD,Easton,-50000,9866,721.8031081,-0.014436062
easton 2,38.8,Oil,1990.123711,MD,Easton 2,-807000,10320,755.0180494,-0.000935586
eastport,2,Oil,1949,,,,,,
eastside wwtp,5.4,Oil,2004,NC,Eastside WWTP,209000,2346,171.634917,0.00082122
ebensburg power,57.6,Coal,1990,PA,Ebensburg Power,235779000,3650172,367499.1915,0.00155866
eckert station,240,Coal,1967.666667,MI,Eckert Station,44643000,478307,46402.88932,0.001039421
ecoelctrica,507,Gas,,,,,,,
ector county energy center,358.8,Gas,2015,TX,Ector County Energy Center,516390000,6029953,320012.5088,0.000619711
eddystone generating station,861.6,Gas,1974.408542,PA,Eddystone Generating Station,13321000,256926,14613.79938,0.00109705
edenton generators,2.4,Oil,2001.5,NC,Edenton Generators,135000,3130,228.9928774,0.001696244
edge moor,710.3,Gas,1969.18105,DE,Edge Moor,137839000,1793466,97317.17128,0.000706021
edgecombe genco llc,114.8,Coal,1990,NC,Edgecombe Genco LLC,0,0,38898.98889,inf
edgerton,3.6,Oil,2000,OH,Edgerton,80000,1783,130.4454634,0.001630568
edgewater,764.7,Coal,1978.114947,WI,Edgewater,1427122000,15043583,1461447.72,0.001024052
edgewood energy llc,100,Gas,2002,,,,,,
edward l addison generating plant,701.2,Gas,2000,GA,Edward L. Addison Generating Plant,369727000,4137607,220014.2834,0.000595072
edwardsport,804.5,Coal,2013,IN,Edwardsport,3981902000,45379606,3853125.802,0.00096766
effingham county power project,596.6,Gas,2003,GA,Effingham County Power Project,2135027000,15513754,823322.3938,0.000385626
eielson afb central heat  power plant,33.5,Coal,1976.283582,AK,Eielson AFB Central Heat & Power Plant,69358000,334097,255785.7592,0.003687906
eight flags energy,21,Gas,2016,FL,Eight Flags Energy,180604000,1785055,94733.72826,0.000524538
eklutna generation station,171,Gas,2015,AK,Eklutna Generation Station,723815000,6320169,335414.4117,0.000463398
el cajon energy center,49.9,Gas,2010,CA,El Cajon Energy Center,8835000,98912,5249.307461,0.000594149
el centro,388.3,Gas,1993.332732,,,,,,
el dorado refinery,38.9,Gas,1996,KS,El Dorado Refinery,71465640,427841,53027.70664,0.000742003
el nido facility,12.5,Waste,2008,CA,El Nido Facility,291722,6617,417.337976,0.001430602
el segundo cogen,180.1,Gas,1996.565797,CA,El Segundo Cogen,1253947635,14085210,762196.8747,0.000607838
el segundo energy center llc,537.4,Gas,2013,CA,El Segundo Energy Center LLC,516626000,4616602,245005.2908,0.000474241
electric avenue facility,6.9,Oil,2003.26087,VA,Electric Avenue Facility,292000,2944,215.3849939,0.00073762
electrifarm,264.1,Gas,1977.191215,IA,Electrifarm,1023000,75947,4030.543855,0.003939926
elgin energy center llc,540,Gas,2002,IL,Elgin Energy Center LLC,255682000,3123146,165746.8619,0.000648254
elim,1.6,Oil,2003,AK,Elim,1271000,11933,887.3924503,0.000698184
elizabeth river power station,388.8,Gas,1992,VA,Elizabeth River Power Station,97913000,1205753,64230.09044,0.000655991
elizabethtown power llc,34.7,Coal,1986,,,,,,
elk basin gasoline plant,2,Gas,1948,,,,,,
elk city station,6.4,Waste,2004.375,,,,,,
elk hills cogen,46.6,Gas,1994,,,,,,
elk hills power llc,623,Gas,2003,CA,Elk Hills Power LLC,3845666000,25072262,1484000.745,0.000385889
elk mound,71,Gas,2001,WI,Elk Mound,1997000,39933,2225.821862,0.001114583
elk river,239.3,Gas,1998.201839,MN,Elk River,20873000,321777,16285.30752,0.000780209
elk river city of,12.2,Oil,1975.704918,MN,Elk River City of,75160,965,70.60004047,0.00093933
elk station,606,Gas,2015.666667,TX,Elk Station,1104875000,11508794,610777.2385,0.000552802
elkins generating center,66,Gas,2011,AR,Elkins Generating Center,13825000,159007,8438.578044,0.000610385
elkton,9.8,Gas,1986.510204,VA,Elkton,13000000,75675,43403.04244,0.003338696
ellinwood,8.5,Oil,1963.258824,KS,Ellinwood,46000,521,35.58534283,0.000773594
ellwood,58,Gas,1974,CA,Ellwood,3533000,52803,2802.280632,0.000793173
elm road generating station,1402.6,Coal,2010.5,WI,Elm Road Generating Station,8028360681,74506403,6942885.998,0.000864795
elm street substation generators,8,Oil,2002,MO,Elm Street Substation Generators,15000,110,8.047673007,0.000536512
elmer smith,445.3,Coal,1970.335055,KY,Elmer Smith,1604913000,18422387,1716985.109,0.001069831
elmwood energy holdings llc,83,Gas,1989,,,,,,
elroy,6.6,Oil,1995.30303,WI,Elroy,60000,168,12.2909915,0.00020485
elwood energy llc,1728,Gas,2000.111111,IL,Elwood Energy LLC,249066000,3068322,162837.3258,0.000653792
emerson,1.6,Gas,1964.6875,NE,Emerson,6000,79,4.534101133,0.000755684
emery station,602.8,Gas,2004,IA,Emery Station,2561894000,18212424,966542.11,0.000377276
emmonak,3.2,Oil,2007.75,AK,Emmonak,5838000,50624,3703.685439,0.00063441
empire energy center,379,Gas,1987.002639,MO,Empire Energy Center,114799000,1508042,83782.73291,0.000729821
empire generating co llc,653.7,Gas,2010,NY,Empire Generating Co LLC,2463914000,18077272,959892.2146,0.00038958
emporia energy center,730.2,Gas,2008.46946,KS,Emporia Energy Center,701397000,7458493,395825.8144,0.000564339
encina,889.6,Gas,1970.884442,,,,,,
encogen,176.4,Gas,1993,WA,Encogen,401290000,3704847,196618.014,0.000489965
enderlin,9.8,Waste,1983,,,,,,
energy center,1.5,Gas,2007,CA,Energy Center,3185980,39615,3447.617686,0.001082122
energy shelby county,483,Gas,2000.248447,IL,Energy Shelby County,230943000,2455517,130315.4694,0.000564275
engineered carbons borger cogen,20,Gas,1982,TX,Engineered Carbons Borger Cogen,462306,7963,422.6002438,0.000914114
engineered carbons echo cogeneration,10,Gas,1985,,,,,,
engle,9,Oil,1989,,,,,,
ennis power company llc,418,Gas,2002,TX,Ennis Power Company LLC,1504975000,10837446,575148.4769,0.000382165
enoree phase ii landfill gas recovery,3.2,Waste,2008,,,,,,
enterprise products operating,25.7,Gas,1992.089494,TX,Enterprise Products Operating,154294000,2129992,113039.7009,0.000732625
enterprise sugar factory,3,Waste,1981,LA,Enterprise Sugar Factory,0,0,2544.570374,inf
equilon los angeles refining,83,Gas,1985.216867,CA,Equilon Los Angeles Refining,125453697,704826,109106.3291,0.000869694
equinix san jose,1.1,Gas,2015,CA,Equinix San Jose,7358000,61497,3263.675398,0.000443555
equus freeport power,120,Gas,2004,NY,Equus Freeport Power,39915000,429203,22790.72099,0.000570981
ergon refining vicksburg,4.8,Gas,1995,MS,Ergon Refining Vicksburg,39563000,182802,27744.50471,0.000701274
erickson station,154.7,Coal,1973,MI,Erickson Station,691488000,7874689,765199.1499,0.001106598
erie,4.3,Oil,1994.069767,KS,Erie,26000,325,23.7772157,0.000914508
erie coke,2.5,Gas,1953,PA,Erie Coke,449104,2724,8950.867401,0.0199305
erie energy center,20,Oil,1999,KS,Erie Energy Center,2834000,31349,2293.513646,0.000809285
erving paper mills,6.2,Gas,2014.903226,MA,Erving Paper Mills,41857460,191192,28185.21756,0.000673362
escalante,257,Coal,1985,NM,Escalante,1209251000,12403522,1203867.354,0.000995548
escondido energy center,49.9,Gas,2014,CA,Escondido Energy Center,17393000,181245,9618.75941,0.000553025
essential power massachusetts llc,250.6,Gas,1979.294493,MA,Essential Power Massachusetts LLC,3263000,25624,1591.609009,0.000487775
essential power newington llc,605.5,Gas,2002,NH,Essential Power Newington LLC,517809000,3903886,208197.7129,0.000402074
essential power rock springs llc,772.6,Gas,2003,MD,Essential Power Rock Springs LLC,76846000,819189,43474.75463,0.000565739
essex,121.2,Gas,1999,MO,Essex,37263000,392771,20844.54607,0.00055939
essex junction 19,16,Oil,1966.55,VT,Essex Junction 19,35000,360,26.33783893,0.00075251
estherville,15.6,Gas,1963.282051,IA,Estherville,190000,1104,80.76937273,0.000425102
etiwanda generating station,666,Gas,1963,,,,,,
evander andrews power complex,270.9,Gas,2005.627907,ID,Evander Andrews Power Complex,294755000,3150362,167191.2281,0.000567221
evanston township high school,2.4,Gas,1993,,,,,,
evergreen biopower llc,21,Waste,2007,,,,,,
evergreen community power,33,Waste,2009,,,,,,
evonik industries ag,1.2,Oil,1992,IN,Evonik Industries AG,0,93,6.803941724,inf
exelon framingham llc,42.6,Oil,1969.333333,MA,Exelon Framingham LLC,402000,5467,399.9693485,0.000994949
exelon laporte generating station,236,Gas,2001,TX,Exelon LaPorte Generating Station,108099000,1190082,63158.2247,0.000584263
exelon medway llc,135,Oil,1970.333333,MA,Exelon Medway LLC,1266000,32343,2366.235346,0.001869064
exeter energy lp,31.3,Other,1991,,,,,,
exira,181.5,Gas,2005,IA,Exira,103889000,30776,2229.171943,2.15E-05
expander turbine,20,Gas,1981,,,,,,
exxonmobil baton rouge turbine generator,85.3,Gas,1990,LA,ExxonMobil Baton Rouge Turbine Generator,666734000,2708210,403798.5928,0.000605637
exxonmobil baytown refinery,177.3,Gas,1980.677383,TX,ExxonMobil Baytown Refinery,1015917000,4845273,814007.9936,0.000801254
exxonmobil baytown turbine,381.8,Gas,1997.936616,TX,ExxonMobil Baytown Turbine,2566589000,12585803,1775669.477,0.00069184
exxonmobil beaumont refinery,677.8,Gas,1998.093685,TX,ExxonMobil Beaumont Refinery,3974125042,27074536,2158615.934,0.000543168
exxonmobil mobile bay onshore,12,Gas,1993.075,AL,ExxonMobil Mobile Bay Onshore,72751000,337732,48065.56355,0.000660686
exxonmobil oil joliet refinery,39.7,Gas,1986.717884,IL,ExxonMobil Oil Joliet Refinery,251002,2242,652.5546399,0.002599799
exxonmobil santa ynez facility,49.3,Gas,1993,,,,,,
f b culley,368.9,Coal,1971.313364,IN,F B Culley,1379277000,15319307,1417331.19,0.00102759
fc landfill energy,2.2,Waste,2010,,,,,,
factory,26.6,Oil,1973,IL,Factory,859000,11389,833.2267989,0.000969996
fairbanks,42.2,Oil,1971.308057,AK,Fairbanks,7685000,164294,12019.85808,0.001564067
fairbanks morse engine,1.5,Oil,1989,,,,,,
fairfax,2,Oil,2001,MN,Fairfax,12000,166,12.14467017,0.001012056
fairfield,7.5,Oil,1971.32,IL,Fairfield,18000,200,14.63213274,0.000812896
fairfield university chp plant,4.5,Gas,2007,CT,Fairfield University CHP Plant,23435000,158258,11796.13512,0.000503355
fairgrounds,68.3,Oil,1974,MO,Fairgrounds,-202000,4920,359.9504654,-0.001781933
fairhaven power,18.8,Waste,1986,CA,Fairhaven Power,3347020,86722,4602.378292,0.001375067
fairless energy center,1338,Gas,2004,PA,Fairless Energy Center,7021403000,49713878,2638339.44,0.000375757
fairless hills,60,Waste,1997,PA,Fairless Hills,2046397,29077,1543.130389,0.000754072
fairmont mn,39,Gas,2001,MN,Fairmont (MN),12024000,107378,5747.260578,0.000477982
falling spring,7.2,Gas,1982.666667,PA,Falling Spring,1150000,11338,620.818882,0.000539843
falls,63.6,Oil,1970,PA,Falls,657000,13066,955.9172319,0.001454973
falls city,22,Gas,1966.4,NE,Falls City,163000,1795,97.91341826,0.000600696
false island,1.3,Oil,2003,AK,False Island,1713000,16614,1215.491267,0.000709569
faribault energy park,334.5,Gas,2005.729447,MN,Faribault Energy Park,751266000,5538220,293916.0018,0.000391228
farmer city,11.3,Oil,1985.168142,IL,Farmer City,41000,1492,109.1557102,0.002662334
farmers branch renewable energy facility,3.2,Waste,2011,,,,,,
faulkton,2.7,Oil,1969,SD,Faulkton,-142000,153,11.19358155,-7.88E-05
fayette,10.9,Oil,1981.330275,,,,,,
fayette energy facility,644.1,Gas,2003,PA,Fayette Energy Facility,5047358000,35530374,1885614.054,0.000373584
fayette power project,1690,Coal,1981.813609,TX,Fayette Power Project,9606490000,101661798,9753312.976,0.001015284
feather river energy center,47,Gas,2003,CA,Feather River Energy Center,12321000,146038,7750.30697,0.000629032
fennimore,7.4,Oil,1988.810811,WI,Fennimore,18000,298,21.80187778,0.001211215
fergus control ctr,2,Oil,1995,MN,Fergus Control Ctr,20000,288,21.07027115,0.001053514
fernandina plant,42,Waste,1982.47619,FL,Fernandina Plant,15721811,115179,29768.80349,0.001893472
ferndale generating station,285.5,Gas,1994,WA,Ferndale Generating Station,1047804000,7910817,463969.5494,0.000442802
fiber recovery  inc,2.4,Waste,2008,,,,,,
field street,48,Oil,2001,FL,Field Street,-150000,1183,86.54906516,-0.000576994
fighting creek lfgte plant,3.2,Waste,2012,,,,,,
finch paper,29,Waste,1987,NY,Finch Paper,39172683,201713,97997.40366,0.002501677
finley buttes landfill gas,4.8,Waste,2008,,,,,,
firstenergy bruce mansfield,2741.1,Coal,1977.666667,PA,FirstEnergy Bruce Mansfield,654433000,8888944,824731.0573,0.001260222
firstenergy eastlake,32,Oil,1974,OH,FirstEnergy Eastlake,129000,2347,171.7080777,0.00133107
firstenergy fort martin power station,1152,Coal,1968,WV,FirstEnergy Fort Martin Power Station,6701026000,69366953,6469071.798,0.000965385
firstenergy harrison power station,2052,Coal,1974,WV,FirstEnergy Harrison Power Station,12894205000,130682412,12187539.08,0.000945195
firstenergy pleasants power station,1368,Coal,1980,WV,FirstEnergy Pleasants Power Station,4965173000,53438206,4975329.082,0.001002045
firstenergy w h sammis,2468.1,Coal,1966.80799,OH,FirstEnergy W H Sammis,3956914000,46142978,4300997.197,0.001086957
firstenergy west lorain,555.6,Gas,1994.418287,,,,,,
fishers island 1,2.6,Oil,2011,NY,Fishers Island 1,153000,1618,118.3739539,0.000773686
fisk street,288.8,Oil,1968,IL,Fisk Street,2543000,64568,4723.837734,0.001857585
fitchburg,57.6,Gas,1973,WI,Fitchburg,-230000,757,40.17435446,-0.000174671
fitchburg gas recovery,4.8,Waste,2007.666667,,,,,,
five oaks gas recovery,3.2,Waste,2008,,,,,,
flambeau river papers,5.7,Waste,1982,,,,,,
